Invoice_Number,Amount,Posting_Date,Vendor_Name,GL_Account,Created_By,Approved_By,Entry_Type,Description
INV-10956,4709.13,2026-03-26,Metro Facilities,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10956
INV-10957,3092.42,2026-03-09,CloudScale Networks,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10957
INV-10958,2399.23,2026-03-06,CloudScale Networks,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10958
INV-10959,3632.48,2026-03-01,TechSupplies Inc,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10959
INV-10960,1334.7,2026-03-17,Metro Facilities,6010-Office Expense,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10960
INV-10961,3965.34,2026-03-04,CloudScale Networks,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10961
INV-10962,4146.06,2026-03-22,Delta Freight,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10962
INV-10963,1431.47,2026-03-09,OfficeDepot Co,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10963
INV-10964,4210.83,2026-03-02,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-10964
INV-10965,2052.47,2026-03-08,TechSupplies Inc,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10965
INV-10966,3542.7,2026-03-22,OfficeDepot Co,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10966
INV-10967,2186.92,2026-03-08,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10967
INV-10968,4953.03,2026-03-19,Delta Freight,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10968
INV-10969,4751.64,2026-03-13,CloudScale Networks,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10969
INV-10970,2504.54,2026-03-11,CloudScale Networks,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10970
INV-10971,3525.36,2026-03-28,TechSupplies Inc,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10971
INV-10972,2378.86,2026-03-06,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10972
INV-10973,3894.94,2026-03-14,Metro Facilities,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-10973
INV-10974,3326.3,2026-03-09,CloudScale Networks,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10974
INV-10975,2152.85,2026-03-19,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10975
INV-10976,4751.32,2026-03-02,CloudScale Networks,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10976
INV-10977,2376.95,2026-03-13,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10977
INV-10978,4285.74,2026-03-03,TechSupplies Inc,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10978
INV-10979,439.89,2026-03-10,Delta Freight,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10979
INV-10980,5117.71,2026-03-23,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10980
INV-10981,3132.89,2026-03-25,Metro Facilities,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10981
INV-10982,3585.79,2026-03-21,CloudScale Networks,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10982
INV-10983,3140.87,2026-03-14,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10983
INV-10984,4122.36,2026-03-03,Metro Facilities,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-10984
INV-10985,2121.07,2026-03-04,TechSupplies Inc,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10985
INV-10986,2549.38,2026-03-21,TechSupplies Inc,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10986
INV-10987,712.57,2026-03-18,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10987
INV-10988,2451.93,2026-03-12,Metro Facilities,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10988
INV-10989,3549.75,2026-03-12,Delta Freight,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10989
INV-10990,2626.83,2026-03-18,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-10990
INV-10991,3179.32,2026-03-23,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10991
INV-10992,5449.46,2026-03-03,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-10992
INV-10993,1125.21,2026-03-04,TechSupplies Inc,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-10993
INV-10994,3024.11,2026-03-14,CloudScale Networks,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-10994
INV-10995,4283.38,2026-03-15,CloudScale Networks,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-10995
INV-10996,719.43,2026-03-27,CloudScale Networks,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-10996
INV-10997,4552.6,2026-03-21,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-10997
INV-10998,3131.42,2026-03-10,Metro Facilities,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-10998
INV-10999,4869.35,2026-03-16,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-10999
INV-11000,1657.13,2026-03-15,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11000
INV-11001,4504.76,2026-03-06,CloudScale Networks,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11001
INV-11002,4290.15,2026-03-02,CloudScale Networks,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11002
INV-11003,5162.37,2026-03-07,Delta Freight,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11003
INV-11004,555.09,2026-03-15,OfficeDepot Co,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11004
INV-11005,1170.67,2026-03-16,OfficeDepot Co,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11005
INV-11006,5397.93,2026-03-18,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11006
INV-11007,3334.04,2026-03-22,OfficeDepot Co,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11007
INV-11008,2902.1,2026-03-16,Delta Freight,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11008
INV-11009,1742.67,2026-03-13,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11009
INV-11010,1542.11,2026-03-20,OfficeDepot Co,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11010
INV-11011,3382.71,2026-03-03,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11011
INV-11012,2580.72,2026-03-16,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11012
INV-11013,3201.41,2026-03-23,TechSupplies Inc,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11013
INV-11014,2719.72,2026-03-12,OfficeDepot Co,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11014
INV-11015,2399.16,2026-03-15,Metro Facilities,6010-Office Expense,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11015
INV-11016,2692.73,2026-03-14,Delta Freight,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11016
INV-11017,2663.71,2026-03-07,Metro Facilities,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11017
INV-11018,5104.61,2026-03-25,Metro Facilities,6030-Consulting Fees,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11018
INV-11019,255.09,2026-03-15,OfficeDepot Co,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11019
INV-11020,4336.09,2026-03-10,CloudScale Networks,6020-IT Cloud Infra,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11020
INV-11021,583.95,2026-03-18,OfficeDepot Co,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11021
INV-11022,1736.29,2026-03-21,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11022
INV-11023,3176.74,2026-03-23,OfficeDepot Co,6040-Freight & Delivery,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11023
INV-11024,617.69,2026-03-24,OfficeDepot Co,6040-Freight & Delivery,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11024
INV-11025,2609.69,2026-03-27,Delta Freight,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11025
INV-11026,2624.82,2026-03-19,Metro Facilities,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11026
INV-11027,1632.34,2026-03-09,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11027
INV-11028,3386.52,2026-03-17,OfficeDepot Co,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11028
INV-11029,851.79,2026-03-25,CloudScale Networks,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11029
INV-11030,1702.11,2026-03-23,OfficeDepot Co,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11030
INV-11031,1012.85,2026-03-05,Metro Facilities,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11031
INV-11032,2199.92,2026-03-04,Delta Freight,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11032
INV-11033,2632.46,2026-03-15,CloudScale Networks,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11033
INV-11034,1706.45,2026-03-10,CloudScale Networks,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11034
INV-11035,1232.24,2026-03-23,Delta Freight,6050-Maintenance,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11035
INV-11036,3888.38,2026-03-05,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11036
INV-11037,2068.27,2026-03-23,CloudScale Networks,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11037
INV-11038,1215.4,2026-03-07,TechSupplies Inc,6040-Freight & Delivery,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11038
INV-11039,4018.68,2026-03-04,Metro Facilities,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11039
INV-11040,1302.26,2026-03-20,OfficeDepot Co,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11040
INV-11041,4610.33,2026-03-05,CloudScale Networks,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11041
INV-11042,5551.26,2026-03-28,Metro Facilities,6030-Consulting Fees,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11042
INV-11043,3957.97,2026-03-27,CloudScale Networks,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11043
INV-11044,468.16,2026-03-25,CloudScale Networks,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11044
INV-11045,5214.8,2026-03-23,TechSupplies Inc,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11045
INV-11046,2604.47,2026-03-14,TechSupplies Inc,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11046
INV-11047,1254.01,2026-03-04,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11047
INV-11048,2814.15,2026-03-11,OfficeDepot Co,6030-Consulting Fees,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11048
INV-11049,2236.35,2026-03-27,Delta Freight,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11049
INV-11050,3038.15,2026-03-27,OfficeDepot Co,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11050
INV-11051,5425.78,2026-03-16,OfficeDepot Co,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11051
INV-11052,2489.65,2026-03-13,Metro Facilities,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11052
INV-11053,3187.22,2026-03-07,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11053
INV-11054,3164.9,2026-03-24,Delta Freight,6010-Office Expense,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11054
INV-11055,4137.55,2026-03-13,Metro Facilities,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11055
INV-11056,3534.81,2026-03-25,Delta Freight,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11056
INV-11057,892.56,2026-03-05,Delta Freight,6040-Freight & Delivery,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11057
INV-11058,3705.19,2026-03-13,TechSupplies Inc,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11058
INV-11059,2059.03,2026-03-22,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11059
INV-11060,4466.92,2026-03-16,Delta Freight,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11060
INV-11061,1618.94,2026-03-14,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11061
INV-11062,1559.07,2026-03-15,Delta Freight,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11062
INV-11063,909.07,2026-03-05,OfficeDepot Co,6020-IT Cloud Infra,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11063
INV-11064,2120.1,2026-03-18,TechSupplies Inc,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11064
INV-11065,3385.7,2026-03-02,Delta Freight,6050-Maintenance,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11065
INV-11066,2701.96,2026-03-11,Delta Freight,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11066
INV-11067,2984.94,2026-03-19,CloudScale Networks,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11067
INV-11068,4470.07,2026-03-12,OfficeDepot Co,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11068
INV-11069,4235.22,2026-03-21,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11069
INV-11070,602.21,2026-03-06,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11070
INV-11071,1646.28,2026-03-01,Delta Freight,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11071
INV-11072,3479.83,2026-03-19,OfficeDepot Co,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11072
INV-11073,2493.19,2026-03-26,CloudScale Networks,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11073
INV-11074,2355.79,2026-03-07,Metro Facilities,6030-Consulting Fees,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11074
INV-11075,4547.38,2026-03-09,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11075
INV-11076,5003.09,2026-03-28,Delta Freight,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11076
INV-11077,3351.85,2026-03-07,OfficeDepot Co,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11077
INV-11078,584.54,2026-03-22,OfficeDepot Co,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11078
INV-11079,1357.77,2026-03-25,Delta Freight,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11079
INV-11080,4762.57,2026-03-22,Metro Facilities,6020-IT Cloud Infra,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11080
INV-11081,5186.58,2026-03-24,Delta Freight,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11081
INV-11082,3059.61,2026-03-05,OfficeDepot Co,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11082
INV-11083,4447.45,2026-03-21,Delta Freight,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11083
INV-11084,2170.49,2026-03-20,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11084
INV-11085,1321.24,2026-03-26,CloudScale Networks,6020-IT Cloud Infra,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11085
INV-11086,3116.26,2026-03-02,Metro Facilities,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11086
INV-11087,1472.37,2026-03-18,TechSupplies Inc,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11087
INV-11088,4351.18,2026-03-11,Delta Freight,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11088
INV-11089,4751.32,2026-03-27,Delta Freight,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11089
INV-11090,1291.09,2026-03-22,TechSupplies Inc,6050-Maintenance,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11090
INV-11091,5543.57,2026-03-08,Metro Facilities,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11091
INV-11092,4280.35,2026-03-24,OfficeDepot Co,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11092
INV-11093,2241.21,2026-03-09,CloudScale Networks,6010-Office Expense,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11093
INV-11094,1539.48,2026-03-12,Metro Facilities,6010-Office Expense,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11094
INV-11095,1114.89,2026-03-08,Metro Facilities,6040-Freight & Delivery,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11095
INV-11096,5885.8,2026-03-12,CloudScale Networks,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11096
INV-11097,890.25,2026-03-26,Metro Facilities,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11097
INV-11098,1773.47,2026-03-04,Delta Freight,6030-Consulting Fees,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11098
INV-11099,1534.03,2026-03-09,Delta Freight,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11099
INV-11100,4843.32,2026-03-15,CloudScale Networks,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11100
INV-11101,4847.6,2026-03-27,Delta Freight,6010-Office Expense,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11101
INV-11102,3143.79,2026-03-27,Delta Freight,6030-Consulting Fees,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11102
INV-11103,1390.88,2026-03-24,TechSupplies Inc,6030-Consulting Fees,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11103
INV-11104,4447.07,2026-03-21,Delta Freight,6010-Office Expense,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11104
INV-11105,2313.95,2026-03-21,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11105
INV-11106,3047.37,2026-03-23,TechSupplies Inc,6020-IT Cloud Infra,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11106
INV-11107,5727.75,2026-03-15,CloudScale Networks,6050-Maintenance,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11107
INV-11108,3971.36,2026-03-07,OfficeDepot Co,6020-IT Cloud Infra,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11108
INV-11109,1884.0,2026-03-01,Delta Freight,6040-Freight & Delivery,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11109
INV-11110,4393.5,2026-03-09,CloudScale Networks,6010-Office Expense,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11110
INV-11111,1395.78,2026-03-09,Delta Freight,6050-Maintenance,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11111
INV-11112,4863.32,2026-03-23,CloudScale Networks,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11112
INV-11113,4204.86,2026-03-23,Delta Freight,6040-Freight & Delivery,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11113
INV-11114,4832.99,2026-03-05,OfficeDepot Co,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11114
INV-11115,1294.95,2026-03-06,CloudScale Networks,6030-Consulting Fees,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11115
INV-11116,974.57,2026-03-15,OfficeDepot Co,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11116
INV-11117,2924.9,2026-03-05,Delta Freight,6010-Office Expense,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11117
INV-11118,5795.38,2026-03-14,Delta Freight,6020-IT Cloud Infra,emily.watson,bruce.wayne,AP_INVOICE,Payment for standard services INV-11118
INV-11119,1888.06,2026-03-11,TechSupplies Inc,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11119
INV-11120,3563.52,2026-03-09,OfficeDepot Co,6050-Maintenance,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11120
INV-11121,2226.9,2026-03-02,Delta Freight,6030-Consulting Fees,bob.jones,bruce.wayne,AP_INVOICE,Payment for standard services INV-11121
INV-11122,1699.75,2026-03-05,Metro Facilities,6040-Freight & Delivery,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11122
INV-11123,3596.44,2026-03-11,Delta Freight,6020-IT Cloud Infra,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11123
INV-11124,668.4,2026-03-09,OfficeDepot Co,6030-Consulting Fees,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11124
INV-11125,4237.32,2026-03-06,OfficeDepot Co,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11125
INV-11126,5143.49,2026-03-07,CloudScale Networks,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11126
INV-11127,1229.41,2026-03-23,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,diana.prince,AP_INVOICE,Payment for standard services INV-11127
INV-11128,872.23,2026-03-23,Delta Freight,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11128
INV-11129,2664.54,2026-03-03,TechSupplies Inc,6020-IT Cloud Infra,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11129
INV-11130,1530.26,2026-03-22,CloudScale Networks,6050-Maintenance,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11130
INV-11131,3318.4,2026-03-03,TechSupplies Inc,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11131
INV-11132,2622.73,2026-03-22,TechSupplies Inc,6030-Consulting Fees,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11132
INV-11133,2410.22,2026-03-05,OfficeDepot Co,6050-Maintenance,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11133
INV-11134,2319.75,2026-03-22,Delta Freight,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11134
INV-11135,4851.77,2026-03-24,Metro Facilities,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11135
INV-11136,5055.43,2026-03-10,CloudScale Networks,6020-IT Cloud Infra,alice.smith,bruce.wayne,AP_INVOICE,Payment for standard services INV-11136
INV-11137,462.77,2026-03-13,TechSupplies Inc,6050-Maintenance,emily.watson,diana.prince,AP_INVOICE,Payment for standard services INV-11137
INV-11138,1340.57,2026-03-06,Delta Freight,6010-Office Expense,alice.smith,diana.prince,AP_INVOICE,Payment for standard services INV-11138
INV-11139,2239.29,2026-03-26,CloudScale Networks,6010-Office Expense,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11139
INV-11140,4288.52,2026-03-22,OfficeDepot Co,6050-Maintenance,bob.jones,frank.castle,AP_INVOICE,Payment for standard services INV-11140
INV-11141,1889.08,2026-03-16,CloudScale Networks,6040-Freight & Delivery,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11141
INV-11142,3146.38,2026-03-06,TechSupplies Inc,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11142
INV-11143,2392.03,2026-03-22,TechSupplies Inc,6050-Maintenance,charlie.brown,frank.castle,AP_INVOICE,Payment for standard services INV-11143
INV-11144,3548.58,2026-03-15,CloudScale Networks,6040-Freight & Delivery,alice.smith,frank.castle,AP_INVOICE,Payment for standard services INV-11144
INV-11145,4795.76,2026-03-22,Delta Freight,6030-Consulting Fees,bob.jones,diana.prince,AP_INVOICE,Payment for standard services INV-11145
INV-11146,5258.7,2026-03-02,Metro Facilities,6040-Freight & Delivery,charlie.brown,bruce.wayne,AP_INVOICE,Payment for standard services INV-11146
INV-11147,4947.66,2026-03-04,Metro Facilities,6010-Office Expense,emily.watson,frank.castle,AP_INVOICE,Payment for standard services INV-11147
